symbol,name,lastsale,netchange,pctchange,marketCap,country,ipoyear,volume,sector,industry,url
GS,Goldman Sachs Group Inc. (The) Common Stock,$466.09,7.62,1.662%,150297011317.00,United States,1999,2216379,Finance,Investment Bankers/Brokers/Service,/market-activity/stocks/gs
GS^A,Goldman Sachs Group Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series A,$23.29,0.0017,0.007%,,United States,,83641,,,/market-activity/stocks/gs^a
GS^C,Goldman Sachs Group Inc. (The) Depositary Share repstg 1/1000th Preferred Series C,$23.59,0.17,0.726%,,United States,,8101,,,/market-activity/stocks/gs^c
GS^D,Goldman Sachs Group Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg,$23.26,0.06,0.259%,,United States,,59515,,,/market-activity/stocks/gs^d
GS^K,Goldman Sachs Group Inc. (The) Dep Shs Repstg 1/1000 Int Sh Fxd/Fltg Non Cum Pfd Stk Ser K,$25.04,0.00,0.00%,,United States,,19619,,,/market-activity/stocks/gs^k
GSAT,Globalstar Inc. Common Stock,$1.24,0.04,3.333%,2356000000.00,United States,2006,2689598,Consumer Discretionary,Telecommunications Equipment,/market-activity/stocks/gsat
GSBC,Great Southern Bancorp Inc. Common Stock,$53.03,-0.25,-0.469%,618220081.00,United States,1989,16163,Finance,Major Banks,/market-activity/stocks/gsbc
GSBD,Goldman Sachs BDC Inc. Common Stock,$15.64,-0.04,-0.255%,1755170911.00,United States,2015,1299550,Finance,Finance: Consumer Services,/market-activity/stocks/gsbd
GSHD,Goosehead Insurance Inc. Class A Common Stock,$60.67,-0.20,-0.329%,2304894677.00,United States,2018,241172,Finance,Specialty Insurers,/market-activity/stocks/gshd
GSIT,GSI Technology Common Stock,$3.20,0.06,1.911%,80944150.00,United States,2007,114907,Technology,Semiconductors,/market-activity/stocks/gsit
GSIW,Garden Stage Limited Ordinary Shares,$6.99,0.11,1.599%,106597500.00,Hong Kong,2023,4291,Finance,Investment Bankers/Brokers/Service,/market-activity/stocks/gsiw
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),$45.70,0.04,0.088%,94074214058.00,United Kingdom,2022,3788072,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/gsk
GSL,Global Ship Lease Inc New Class A Common Shares,$24.86,-0.12,-0.48%,874781710.00,United Kingdom,,1160803,Consumer Discretionary,Marine Transportation,/market-activity/stocks/gsl
GSL^B,Global Ship Lease Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island),$26.4479,0.1979,0.754%,,United Kingdom,,5360,,,/market-activity/stocks/gsl^b
GSM,Ferroglobe PLC Ordinary Shares,$5.99,0.41,7.348%,1125431707.00,United Kingdom,,4643659,Basic Materials,Metal Mining,/market-activity/stocks/gsm
GSMGW,Cheer Holding Inc. Warrant expiring 2/13/2025,$0.0043,-0.0001,-2.273%,43301.00,China,2018,2500,Technology,EDP Services,/market-activity/stocks/gsmgw
GSUN,Golden Sun Health Technology Group Limited Class A Ordinary Shares,$4.51,0.26,6.118%,8607561.00,China,2022,74917,Real Estate,Other Consumer Services,/market-activity/stocks/gsun
GT,The Goodyear Tire & Rubber Company Common Stock,$13.05,-0.02,-0.153%,3715165441.00,United States,,2436943,Consumer Discretionary,Automotive Aftermarket,/market-activity/stocks/gt
GTAC,Global Technology Acquisition Corp. I Class A Ordinary Shares,$11.19,0.04,0.359%,0.00,United States,2021,3456,Finance,Blank Checks,/market-activity/stocks/gtac
GTACW,Global Technology Acquisition Corp. I Warrant,$0.11,-0.01,-8.333%,0.00,United States,2021,330425,Finance,Blank Checks,/market-activity/stocks/gtacw
GTBP,GT Biopharma Inc. Common Stock,$3.0501,-0.1432,-4.484%,4211069.00,United States,,9015,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/gtbp
GTE,Gran Tierra Energy Inc. Common Stock,$9.21,-0.03,-0.325%,296990274.00,Canada,,411624,Energy,Oil & Gas Production,/market-activity/stocks/gte
GTEC,Greenland Technologies Holding Corporation Ordinary Shares,$1.56,0.06,4.00%,21207467.00,China,2018,96051,Industrials,Industrial Machinery/Components,/market-activity/stocks/gtec
GTES,Gates Industrial Corporation plc Ordinary Shares,$17.00,0.21,1.251%,4443464437.00,,2018,1244320,Industrials,Industrial Machinery/Components,/market-activity/stocks/gtes
GTHX,G1 Therapeutics Inc. Common Stock,$4.69,0.04,0.86%,245199724.00,United States,2017,482118,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/gthx
GTI,Graphjet Technology Class A Ordinary Shares,$6.07,-0.38,-5.891%,877476638.00,Malaysia,2022,85865,Energy,Industrial Machinery/Components,/market-activity/stocks/gti
GTIM,Good Times Restaurants Inc. Common Stock,$2.68,0.03,1.132%,29485585.00,United States,,17275,Consumer Discretionary,Restaurants,/market-activity/stocks/gtim
GTLB,GitLab Inc. Class A Common Stock,$57.10,2.82,5.195%,9056060000.00,United States,2021,2242646,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/gtlb
GTLS,Chart Industries Inc. Common Stock,$156.00,-4.71,-2.931%,6676962396.00,United States,2006,623029,Industrials,Metal Fabrications,/market-activity/stocks/gtls
GTLS^B,Chart Industries Inc. Depositary Shares each Representing a 1/20th Interest in a Share of 6.75% Series B Mandatory Convertible Preferred Stock,$61.97,-0.96,-1.526%,,United States,,1701,,,/market-activity/stocks/gtls^b
GTN,Gray Television Inc. Common Stock,$6.64,-0.36,-5.143%,658273312.00,United States,,1163560,Industrials,Broadcasting,/market-activity/stocks/gtn
GTX,Garrett Motion Inc. Common Stock,$9.59,0.22,2.348%,2167246085.00,Switzerland,,2255464,Consumer Discretionary,Auto Parts:O.E.M.,/market-activity/stocks/gtx
GTY,Getty Realty Corporation Common Stock,$28.25,0.18,0.641%,1524571790.00,United States,,137651,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/gty
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,$14.91,0.30,2.053%,0.00,United States,2021,65081,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/gug
GURE,Gulf Resources Inc. (NV) Common Stock,$1.58,0.06,3.947%,16482440.00,China,,36903,Industrials,Major Chemicals,/market-activity/stocks/gure
GUT,Gabelli Utility Trust (The) Common Stock,$6.13,-0.09,-1.447%,449936048.00,United States,,93189,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/gut
GUT^C,Gabelli Utility Trust (The) 5.375% Series C Cumulative Preferred Shares,$23.5102,-0.2598,-1.093%,,United States,,2971,,,/market-activity/stocks/gut^c
GUTS,Fractyl Health Inc. Common Stock,$7.15,0.53,8.006%,0.00,United States,2024,197415,,,/market-activity/stocks/guts
GV,Visionary Holdings Inc. Common Shares,$0.4307,-0.1403,-24.571%,16904975.00,Canada,2022,698041,,,/market-activity/stocks/gv
GVA,Granite Construction Incorporated Common Stock,$62.49,-1.53,-2.39%,2759000552.00,United States,,620493,Industrials,Military/Government/Technical,/market-activity/stocks/gva
GVH,Globavend Holdings Limited Ordinary Shares,$1.37,-0.14,-9.272%,20036250.00,Australia,2023,27299,Consumer Discretionary,Oil Refining/Marketing,/market-activity/stocks/gvh
GVP,GSE Systems Inc. Common Stock,$3.12,0.04,1.299%,9466514.00,United States,,34661,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/gvp
GWAV,Greenwave Technology Solutions Inc. Common Stock,$0.0598,0.0153,34.382%,2635115.00,United States,,755448916,Industrials,Metal Fabrications,/market-activity/stocks/gwav
GWH,ESS Tech Inc. Common Stock,$0.7811,-0.0189,-2.363%,136629173.00,United States,,589985,Miscellaneous,Industrial Machinery/Components,/market-activity/stocks/gwh
GWRE,Guidewire Software Inc. Common Stock,$123.75,4.66,3.913%,10311111113.00,United States,2012,633323,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/gwre
GWRS,Global Water Resources Inc. Common Stock,$13.11,0.12,0.924%,316948841.00,United States,2016,32234,Utilities,Water Supply,/market-activity/stocks/gwrs
GWW,W.W. Grainger Inc. Common Stock,$958.15,7.60,0.80%,47015275511.00,United States,,288900,Industrials,Office Equipment/Supplies/Services,/market-activity/stocks/gww
GXAI,Gaxos.ai Inc. Common Stock,$3.69,-0.17,-4.404%,4035650.00,United States,2023,19811,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/gxai
GXO,GXO Logistics Inc. Common Stock ,$52.60,0.07,0.133%,6282111733.00,United States,2021,791342,Consumer Discretionary,Transportation Services,/market-activity/stocks/gxo
GYRE,Gyre Therapeutics Inc. Common Stock,$15.63,-0.14,-0.888%,1336523113.00,United States,2006,57104,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/gyre
GYRO,Gyrodyne LLC Common Stock,$7.92,-0.0799,-0.999%,17418519.00,United States,,782,Real Estate,Building operators,/market-activity/stocks/gyro
H,Hyatt Hotels Corporation Class A Common Stock,$149.21,-1.26,-0.837%,15097480962.00,United States,2009,712485,Consumer Discretionary,Hotels/Resorts,/market-activity/stocks/h
HA,Hawaiian Holdings Inc. Common Stock,$13.73,0.25,1.855%,711885479.00,United States,,1605860,Consumer Discretionary,Air Freight/Delivery Services,/market-activity/stocks/ha
HAE,Haemonetics Corporation Common Stock,$96.49,-0.88,-0.904%,4900352429.00,United States,1991,273930,Health Care,Medical/Dental Instruments,/market-activity/stocks/hae
HAFC,Hanmi Financial Corporation Common Stock,$16.53,0.17,1.039%,502298135.00,United States,,126047,Finance,Major Banks,/market-activity/stocks/hafc
HAFN,Hafnia Limited Common Shares,$8.47,-0.08,-0.936%,0.00,,2024,661953,Consumer Discretionary,Transportation Services,/market-activity/stocks/hafn
HAIA,Healthcare AI Acquisition Corp. Class A Ordinary Shares,$11.08,0.00,0.00%,0.00,Cayman Islands,2022,31,Finance,Blank Checks,/market-activity/stocks/haia
HAIN,Hain Celestial Group Inc. (The) Common Stock,$7.33,-0.35,-4.557%,658557084.00,United States,,1069506,Consumer Staples,Packaged Foods,/market-activity/stocks/hain
HAL,Halliburton Company Common Stock,$37.36,-0.20,-0.532%,33074854775.00,United States,,4578317,Energy,Oilfield Services/Equipment,/market-activity/stocks/hal
HALO,Halozyme Therapeutics Inc. Common Stock,$45.82,2.00,4.564%,5831694680.00,United States,,1261456,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),/market-activity/stocks/halo
HAO,Haoxi Health Technology Limited Class A Ordinary Shares,$7.68,-0.36,-4.478%,244838400.00,China,2024,242739,Consumer Discretionary,Advertising,/market-activity/stocks/hao
HAS,Hasbro Inc. Common Stock,$60.51,-1.67,-2.686%,8423957982.00,United States,,2051923,Consumer Discretionary,Recreational Games/Products/Toys,/market-activity/stocks/has
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock,$32.28,0.49,1.541%,3681015551.00,United States,2013,1031128,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/hasi
HAYN,Haynes International Inc. Common Stock,$59.27,0.08,0.135%,757642009.00,United States,2007,98980,Industrials,Steel/Iron Ore,/market-activity/stocks/hayn
HAYW,Hayward Holdings Inc. Common Stock,$15.01,0.15,1.009%,3225023683.00,United States,2021,1504962,Industrials,Industrial Machinery/Components,/market-activity/stocks/hayw
HBAN,Huntington Bancshares Incorporated Common Stock,$14.26,0.18,1.278%,20666364136.00,United States,,12859317,Finance,Major Banks,/market-activity/stocks/hban
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,$25.02,0.33,1.337%,,United States,,26222,Finance,Major Banks,/market-activity/stocks/hbanl
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,$22.50,0.30,1.351%,32608218308.00,United States,,8964,Finance,Major Banks,/market-activity/stocks/hbanm
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,$17.85,0.11,0.62%,25869186524.00,United States,,40884,Finance,Major Banks,/market-activity/stocks/hbanp
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,$18.92,0.69,3.785%,267642755.00,United States,2017,77663,Consumer Discretionary,Home Furnishings,/market-activity/stocks/hbb
HBCP,Home Bancorp Inc. Common Stock,$37.82,0.17,0.452%,307413592.00,United States,2008,6718,Finance,Banks,/market-activity/stocks/hbcp
HBI,Hanesbrands Inc. Common Stock,$4.95,0.00,0.00%,1740238380.00,United States,,4725227,Consumer Discretionary,Clothing/Shoe/Accessory Stores,/market-activity/stocks/hbi
HBIO,Harvard Bioscience Inc. Common Stock,$3.45,0.02,0.583%,149832210.00,United States,2000,71084,Industrials,Biotechnology: Laboratory Analytical Instruments,/market-activity/stocks/hbio
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),$9.95,-0.10,-0.995%,3471604820.00,Canada,,3929309,Basic Materials,Metal Mining,/market-activity/stocks/hbm
HBNC,Horizon Bancorp Inc. Common Stock,$12.62,0.19,1.529%,556741901.00,United States,,122587,Finance,Major Banks,/market-activity/stocks/hbnc
HBT,HBT Financial Inc. Common Stock,$19.49,-0.06,-0.307%,615717672.00,United States,2019,13547,Finance,Major Banks,/market-activity/stocks/hbt
HCA,HCA Healthcare Inc. Common Stock,$326.96,6.46,2.016%,85635434136.00,United States,2011,778214,Health Care,Hospital/Nursing Management,/market-activity/stocks/hca
HCAT,Health Catalyst Inc Common Stock,$6.78,-0.06,-0.877%,400256866.00,United States,2019,514816,Technology,Computer Software: Programming Data Processing,/market-activity/stocks/hcat
HCC,Warrior Met Coal Inc. Common Stock,$63.52,0.27,0.427%,3322140909.00,United States,2017,495077,Energy,Coal Mining,/market-activity/stocks/hcc
HCI,HCI Group Inc. Common Stock,$102.24,-0.45,-0.438%,1071108465.00,United States,,178895,Finance,Property-Casualty Insurers,/market-activity/stocks/hci
HCKT,Hackett Group Inc (The). Common Stock,$21.61,-0.04,-0.185%,596736638.00,United States,,95736,Technology,Retail: Computer Software & Peripheral Equipment,/market-activity/stocks/hckt
HCM,HUTCHMED (China) Limited American Depositary Shares,$21.55,0.15,0.701%,3755114524.00,Hong Kong,2016,147589,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/hcm
HCP,HashiCorp Inc. Class A Common Stock,$32.91,0.10,0.305%,6567033717.00,United States,2021,5248573,Technology,EDP Services,/market-activity/stocks/hcp
HCSG,Healthcare Services Group Inc. Common Stock,$11.54,0.11,0.962%,849880033.00,United States,1983,579308,Health Care,Hospital/Nursing Management,/market-activity/stocks/hcsg
HCTI,Healthcare Triangle Inc. Common Stock,$0.80,-0.0263,-3.183%,3719927.00,United States,2021,69152,Technology,EDP Services,/market-activity/stocks/hcti
HCVI,Hennessy Capital Investment Corp. VI Class A Common Stock,$10.50,0.00,0.00%,0.00,United States,2021,6,Finance,Blank Checks,/market-activity/stocks/hcvi
HCVIU,Hennessy Capital Investment Corp. VI Unit,$11.24,0.00,0.00%,0.00,United States,2021,1,Finance,Blank Checks,/market-activity/stocks/hcviu
HCVIW,Hennessy Capital Investment Corp. VI Warrant,$0.14,0.00,0.00%,0.00,United States,2021,1,Finance,Blank Checks,/market-activity/stocks/hcviw
HCWB,HCW Biologics Inc. Common Stock,$1.16,0.01,0.87%,43875137.00,United States,2021,46199,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/hcwb
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,$25.0299,0.00,0.00%,4059279324.00,United States,2018,105,Finance,Investment Managers,/market-activity/stocks/hcxy
HD,Home Depot Inc. (The) Common Stock,$348.67,8.17,2.399%,345537469572.00,United States,,4150685,Consumer Discretionary,RETAIL: Building Materials,/market-activity/stocks/hd
HDB,HDFC Bank Limited Common Stock,$55.66,-0.29,-0.518%,139847038807.00,India,2001,1571738,Finance,Commercial Banks,/market-activity/stocks/hdb
HDSN,Hudson Technologies Inc. Common Stock,$9.22,-0.07,-0.753%,419610729.00,United States,,192966,Consumer Discretionary,Industrial Specialties,/market-activity/stocks/hdsn
HE,Hawaiian Electric Industries Inc. Common Stock,$11.32,0.23,2.074%,1248626190.00,United States,,2080471,Utilities,Electric Utilities: Central,/market-activity/stocks/he
HEAR,Turtle Beach Corporation Common Stock,$16.25,-0.365,-2.197%,349744590.00,United States,,274909,Telecommunications,Telecommunications Equipment,/market-activity/stocks/hear
HEES,H&E Equipment Services Inc. Common Stock,$49.04,0.47,0.968%,1791301391.00,United States,2006,192877,Industrials,Misc Corporate Leasing Services,/market-activity/stocks/hees
HEI,Heico Corporation Common Stock,$211.93,1.85,0.881%,29323559874.00,United States,2000,247035,Industrials,Aerospace,/market-activity/stocks/hei
HEI/A,Heico Corporation,$170.01,1.44,0.854%,,United States,,249950,,,/market-activity/stocks/hei/a
HELE,Helen of Troy Limited Common Stock,$108.30,-0.91,-0.833%,2578626032.00,Bermuda,,329621,Consumer Discretionary,Other Consumer Services,/market-activity/stocks/hele
HEPA,Hepion Pharmaceuticals Inc. Common Stock,$1.15,-0.14,-10.853%,6293319.00,United States,,81055,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/hepa
HEPS,D-Market Electronic Services & Trading American Depositary Shares,$1.63,0.01,0.617%,523854137.00,Turkey,2021,123092,Consumer Discretionary,Catalog/Specialty Distribution,/market-activity/stocks/heps
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,$10.49,0.04,0.383%,0.00,United States,2011,31701,Finance,Investment Managers,/market-activity/stocks/heq
HES,Hess Corporation Common Stock,$156.72,-1.76,-1.111%,48287293677.00,United States,,2427679,Energy,Oil & Gas Production,/market-activity/stocks/hes
HESM,Hess Midstream LP Class A Share,$35.21,-0.24,-0.677%,2814031895.00,United States,2017,929858,Energy,Oil & Gas Production,/market-activity/stocks/hesm
HFBL,Home Federal Bancorp Inc. of Louisiana Common Stock,$10.643,0.0382,0.36%,33459346.00,United States,2010,3066,Finance,Savings Institutions,/market-activity/stocks/hfbl
HFFG,HF Foods Group Inc. Common Stock,$2.94,-0.07,-2.326%,154675890.00,United States,2017,33287,Consumer Discretionary,Food Distributors,/market-activity/stocks/hffg
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,$6.36,-0.09,-1.395%,0.00,United States,2017,402215,Finance,Finance/Investors Services,/market-activity/stocks/hfro
HFRO^A,Highland Opportunities and Income Fund 5.375% Series A Cumulative Preferred Shares,$18.97,-0.25,-1.301%,,United States,,35313,,,/market-activity/stocks/hfro^a
HFWA,Heritage Financial Corporation Common Stock,$18.76,-0.02,-0.106%,650781455.00,United States,,104159,Finance,Banks,/market-activity/stocks/hfwa
HG,Hamilton Insurance Group Ltd. Class B Common Shares,$16.22,0.17,1.059%,921522707.00,Bermuda,2023,220488,,,/market-activity/stocks/hg
HGAS,Global Gas Corporation Class A Common Stock,$1.49,0.22,17.323%,12111504.00,United States,2021,78729,Industrials,Major Chemicals,/market-activity/stocks/hgas
HGASW,Global Gas Corporation Warrant,$0.04,0.00,0.00%,325141.00,United States,2021,7250,Industrials,Major Chemicals,/market-activity/stocks/hgasw
HGBL,Heritage Global Inc. Common Stock,$2.36,0.12,5.357%,87691974.00,United States,,104352,Consumer Discretionary,Business Services,/market-activity/stocks/hgbl
HGLB,Highland Global Allocation Fund Common Stock,$7.50,0.07,0.942%,0.00,,2019,41980,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/hglb
HGTY,Hagerty Inc. Class A Common Stock,$8.79,-0.11,-1.236%,2959919918.00,United States,2021,42948,Finance,Specialty Insurers,/market-activity/stocks/hgty
HGV,Hilton Grand Vacations Inc. Common Stock ,$43.10,0.70,1.651%,4469609903.00,United States,2016,819833,Consumer Discretionary,Hotels/Resorts,/market-activity/stocks/hgv
HHGC,HHG Capital Corporation Ordinary Shares,$11.32,-0.0001,-0.001%,0.00,Hong Kong,2021,1622,Finance,Blank Checks,/market-activity/stocks/hhgc
HHGCW,HHG Capital Corporation Warrant,$0.03,-0.0043,-12.536%,0.00,Hong Kong,2021,932,Finance,Blank Checks,/market-activity/stocks/hhgcw
HHH,Howard Hughes Holdings Inc. Common Stock,$68.13,0.47,0.695%,3424169175.00,United States,,371543,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/hhh
HHS,Harte Hanks Inc. Common Stock,$7.22,0.15,2.122%,52279334.00,United States,,221138,Consumer Discretionary,Advertising,/market-activity/stocks/hhs
HI,Hillenbrand Inc Common Stock,$45.36,1.00,2.254%,3184065068.00,United States,,185159,Consumer Discretionary,Miscellaneous manufacturing industries,/market-activity/stocks/hi
HIBB,Hibbett Inc. Common Stock,$87.00,0.03,0.034%,1026310725.00,United States,1996,473014,Consumer Discretionary,Food Distributors,/market-activity/stocks/hibb
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest,$11.34,0.09,0.80%,0.00,United States,2014,11684,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/hie
HIFS,Hingham Institution for Savings Common Stock,$187.56,-0.01,-0.005%,402766344.00,United States,,7725,Finance,Banks,/market-activity/stocks/hifs
HIG,Hartford Financial Services Group Inc. (The) Common Stock,$100.61,-0.72,-0.711%,29755947977.00,United States,,1449491,Finance,Property-Casualty Insurers,/market-activity/stocks/hig
HIG^G,Hartford Financial Services Group Inc. (The) Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series G $0.01 par value,$25.05,0.11,0.441%,,United States,,20473,,,/market-activity/stocks/hig^g
HIHO,Highway Holdings Limited Common Stock,$2.15,0.03,1.415%,8686000.00,Hong Kong,,10973,Industrials,Metal Fabrications,/market-activity/stocks/hiho
HII,Huntington Ingalls Industries Inc. Common Stock,$251.63,0.12,0.048%,9922611344.00,United States,,189008,Industrials,Metal Fabrications,/market-activity/stocks/hii
HIMS,Hims & Hers Health Inc. Class A Common Stock,$13.84,0.10,0.728%,2972639430.00,United States,2019,5391297,Health Care,Medical/Nursing Services,/market-activity/stocks/hims
HIMX,Himax Technologies Inc. American Depositary Shares,$6.44,0.31,5.057%,1125222888.00,Taiwan,2006,1299402,Technology,Semiconductors,/market-activity/stocks/himx
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,$3.78,0.01,0.265%,0.00,United States,,1567107,Finance,Finance/Investors Services,/market-activity/stocks/hio
HIPO,Hippo Holdings Inc. Common Stock,$17.55,-0.85,-4.62%,428741428.00,United States,2021,178827,Finance,Property-Casualty Insurers,/market-activity/stocks/hipo
HITI,High Tide Inc. Common Shares,$2.39,0.09,3.913%,187751902.00,Canada,,453198,,,/market-activity/stocks/hiti
HIVE,HIVE Digital Technologies Ltd. Common Shares,$2.51,0.19,8.19%,252314976.00,Canada,,3375152,Finance,Finance: Consumer Services,/market-activity/stocks/hive
HIW,Highwoods Properties Inc. Common Stock,$27.36,-0.37,-1.334%,2900045416.00,United States,1994,977275,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/hiw
HIX,Western Asset High Income Fund II Inc. Common Stock,$4.42,0.04,0.913%,0.00,United States,1998,434492,Finance,Finance/Investors Services,/market-activity/stocks/hix
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),$3.77,-0.33,-8.049%,721748992.00,,2022,775087,Finance,Finance: Consumer Services,/market-activity/stocks/hkd
HKIT,Hitek Global Inc. Class A Ordinary Share,$1.46,0.00,0.00%,21012851.00,China,2023,81950,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/hkit
HL,Hecla Mining Company Common Stock,$5.59,0.19,3.519%,3500962240.00,United States,,13153033,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),/market-activity/stocks/hl
HL^B,Hecla Mining Company Preferred Stock,$51.50,0.00,0.00%,,United States,,41,,,/market-activity/stocks/hl^b
HLF,Herbalife Ltd. Common Shares,$11.21,-0.06,-0.532%,1120636448.00,Cayman Islands,2004,1447687,Health Care,Other Pharmaceuticals,/market-activity/stocks/hlf
HLI,Houlihan Lokey Inc. Class A Common Stock,$136.13,-0.67,-0.49%,9408286531.00,United States,2015,436606,Finance,Investment Managers,/market-activity/stocks/hli
HLIO,Helios Technologies Inc. Common Stock,$51.60,-0.40,-0.769%,1712990329.00,United States,2021,116460,Industrials,Metal Fabrications,/market-activity/stocks/hlio
HLIT,Harmonic Inc. Common Stock,$11.30,-0.09,-0.79%,1316926702.00,United States,1995,1147032,Technology,Radio And Television Broadcasting And Communications Equipment,/market-activity/stocks/hlit
HLLY,Holley Inc. Common Stock,$3.89,-0.06,-1.519%,464121116.00,United States,2020,186660,Consumer Discretionary,Auto Parts:O.E.M.,/market-activity/stocks/hlly
HLMN,Hillman Solutions Corp. Common Stock,$9.68,0.14,1.468%,1897674257.00,United States,2020,421958,Consumer Discretionary,Industrial Machinery/Components,/market-activity/stocks/hlmn
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),$8.41,0.09,1.082%,38401326142.00,United Kingdom,2022,8872461,Consumer Discretionary,Package Goods/Cosmetics,/market-activity/stocks/hln
HLNE,Hamilton Lane Incorporated Class A Common Stock,$117.99,2.52,2.182%,6372144224.00,United States,2017,772309,Finance,Investment Managers,/market-activity/stocks/hlne
HLP,Hongli Group Inc. Ordinary Shares,$1.81,-0.11,-5.729%,22152138.00,China,2023,31607,Industrials,Industrial Machinery/Components,/market-activity/stocks/hlp
HLT,Hilton Worldwide Holdings Inc. Common Stock ,$204.57,-0.73,-0.356%,51151920858.00,United States,2016,2111883,Consumer Discretionary,Hotels/Resorts,/market-activity/stocks/hlt
HLTH,Cue Health Inc. Common Stock,$0.112,-0.0199,-15.087%,17753826.00,United States,2021,1051209,Industrials,Biotechnology: Laboratory Analytical Instruments,/market-activity/stocks/hlth
HLVX,HilleVax Inc. Common Stock,$15.10,1.97,15.004%,750786239.00,United States,2022,570595,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),/market-activity/stocks/hlvx
HLX,Helix Energy Solutions Group Inc. Common Stock,$11.63,0.07,0.606%,1773028390.00,United States,,871856,Energy,Oilfield Services/Equipment,/market-activity/stocks/hlx
HLXB,Helix Acquisition Corp. II Class A Ordinary Shares,$10.34,0.00,0.00%,0.00,United States,2024,604,,,/market-activity/stocks/hlxb
HMC,Honda Motor Company Ltd. Common Stock,$33.84,0.32,0.955%,61298738071.00,Japan,,712460,Consumer Discretionary,Auto Manufacturing,/market-activity/stocks/hmc
HMN,Horace Mann Educators Corporation Common Stock,$35.12,0.52,1.503%,1438644090.00,United States,1991,201080,Finance,Property-Casualty Insurers,/market-activity/stocks/hmn
HMNF,HMN Financial Inc. Common Stock,$23.25,3.75,19.231%,103810134.00,United States,,260694,Finance,Savings Institutions,/market-activity/stocks/hmnf
HMST,HomeStreet Inc. Common Stock,$10.15,0.08,0.794%,191404295.00,United States,2012,127736,Finance,Major Banks,/market-activity/stocks/hmst
HMY,Harmony Gold Mining Company Limited,$9.39,0.14,1.514%,5803695817.00,South Africa,,5070243,Basic Materials,Precious Metals,/market-activity/stocks/hmy
HNI,HNI Corporation Common Stock,$47.24,0.17,0.361%,2234313492.00,United States,,187756,Consumer Discretionary,Office Equipment/Supplies/Services,/market-activity/stocks/hni
HNNA,Hennessy Advisors Inc. Common Stock,$7.25,0.00,0.00%,55669567.00,United States,,5839,Finance,Investment Managers,/market-activity/stocks/hnna
HNNAZ,Hennessy Advisors Inc. 4.875% Notes due 2026,$23.60,0.00,0.00%,0.00,United States,,6648,Finance,Investment Managers,/market-activity/stocks/hnnaz
HNRA,HNR Acquisition Corp Class A Common Stock,$2.33,0.05,2.193%,0.00,,2022,35990,Energy,Oil & Gas Production,/market-activity/stocks/hnra
